,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1083,5,1,0,4.2,421,496,7293,117,700.0,5004
1086,15,1,0,3.7,662,989,7293,15,650.0,5004
1088,2,1,0,3.8,54,496,5221,2,500.0,3747
1089,9,1,0,4.1,92,1444,5221,9,300.0,910
1093,11,1,0,3.7,36,989,667,97,600.0,717
1096,16,1,0,4.2,2350,989,7293,1136,800.0,5004
1099,7,1,0,3.9,49,496,2321,273,600.0,5004
1100,12,1,0,3.7,184,1444,5221,12,400.0,5004
1101,2,1,1,3.6,225,496,7293,94,700.0,4340
1104,9,1,0,4.0,35,1444,49,8,300.0,486
1107,8,1,0,4.0,869,1444,667,15,500.0,1272
1109,10,1,0,4.0,153,989,5221,8,200.0,5004
1110,2,1,0,3.7,139,496,5221,37,400.0,5004
1113,1,1,0,3.7,181,496,667,97,500.0,5004
1114,9,1,0,3.9,669,1444,7293,1136,500.0,4345
1115,26,1,0,3.7,168,496,5221,26,600.0,5004
1118,3,1,0,3.8,170,496,5221,3,250.0,5004
1119,5,1,0,4.0,112,989,5221,6,200.0,5004
1121,9,1,0,3.8,58,1444,5221,29,300.0,3774
1124,19,1,0,4.0,167,1030,5221,233,400.0,5004
1127,7,1,0,3.9,85,989,5221,32,300.0,5004
1128,15,1,0,2.6,473,1444,5221,68,600.0,890
1131,6,1,0,3.7,217,989,7293,77,500.0,5004
1133,8,1,0,3.6,192,1444,667,19,450.0,5004
1135,8,1,1,4.2,611,1444,980,11,1500.0,1759
1139,30,1,0,4.0,166,496,667,83,750.0,1705
1140,12,1,0,4.1,46,989,2321,12,600.0,5004
1143,6,1,1,4.4,2233,496,980,6,1200.0,5004
1144,8,1,0,4.0,107,1444,5221,1136,300.0,5004
1145,8,1,0,4.2,306,1444,667,13,600.0,5004
1148,41,1,1,3.8,756,989,7293,1136,1000.0,5004
1151,12,1,1,4.4,4309,989,24,42,1600.0,5004
1152,2,1,0,4.0,212,496,5221,1136,400.0,5004
1153,25,1,0,2.9,153,496,5221,62,600.0,5004
1154,8,1,0,4.0,827,1444,7293,32,500.0,5004
1156,57,1,0,4.0,256,496,5221,132,500.0,5004
1158,13,1,0,3.9,40,496,217,20,400.0,5004
1159,3,1,0,3.9,73,496,341,11,400.0,5004
1160,9,1,0,4.2,169,989,2321,9,600.0,5004
1162,8,1,0,4.1,586,989,7293,162,700.0,5004
1163,14,1,0,3.5,221,1444,88,14,400.0,5004
1165,11,1,0,3.5,177,1444,5221,29,500.0,5004
1166,6,1,0,3.9,347,989,7293,83,600.0,5004
1167,55,1,0,3.0,347,496,5221,106,800.0,3093
1168,46,1,0,3.9,385,989,5221,61,600.0,5004
1171,30,1,0,4.0,1305,989,7293,42,750.0,5004
1172,5,1,0,3.0,122,496,7293,83,500.0,5004
1177,3,1,0,4.3,539,989,5221,39,300.0,5004
1179,4,1,1,3.9,681,496,7293,4,800.0,5004
1181,3,1,0,3.8,106,989,667,3,350.0,5004
1182,19,1,1,4.1,1025,496,7293,1136,1000.0,5004
1185,41,1,0,3.6,132,496,134,46,250.0,5004
1187,14,1,0,4.2,289,496,5221,14,400.0,5004
1188,15,1,0,3.9,407,989,7293,776,500.0,5004
1190,5,1,0,3.9,201,496,5221,776,250.0,5004
1192,3,1,0,3.7,37,496,2321,30,400.0,5004
1193,39,1,0,4.1,203,989,23,18,650.0,304
1194,23,1,0,3.1,320,989,7293,12,600.0,5004
1195,5,1,1,3.8,257,496,7293,5,800.0,5004
1201,6,1,0,3.8,46,989,5221,83,450.0,5004
1203,4,1,0,3.9,102,496,2321,4,450.0,5004
1204,14,1,1,4.2,237,989,302,14,600.0,5004
1205,4,1,0,3.7,108,496,5221,4,600.0,5004
1206,4,1,0,3.9,34,989,7293,9,750.0,5004
1210,5,1,0,3.2,144,496,5221,16,350.0,2433
1213,6,1,1,4.2,1028,989,980,6,1100.0,5004
1214,9,1,0,3.8,84,496,667,12,600.0,3848
1222,7,1,0,4.0,181,989,7293,7,550.0,5004
1224,11,1,0,4.0,128,1444,1074,45,230.0,3206
1225,25,1,0,3.8,171,989,5221,1136,250.0,5004
1230,9,1,0,3.9,200,989,5221,7,400.0,5004
1232,18,1,0,3.0,114,496,7293,210,1000.0,5004
1240,8,1,0,3.8,146,989,7293,210,600.0,5004
1245,12,1,0,4.2,248,1444,49,46,500.0,370
1249,13,1,1,4.1,583,989,980,42,1200.0,5004
1250,6,1,0,3.7,42,989,5221,776,500.0,5004
1253,3,1,0,3.7,171,496,2321,273,300.0,5004
1258,16,1,0,3.7,79,989,5221,37,500.0,5004
1261,6,1,0,3.7,46,989,2321,6,450.0,5004
1268,26,0,0,4.2,1278,496,7293,53,800.0,5004
1269,24,1,0,3.4,276,1444,55,23,250.0,5004
1272,22,1,0,3.1,64,989,7293,19,750.0,5004
1273,21,1,0,4.0,69,1444,1074,214,300.0,5004
1274,8,1,0,3.7,288,56,5221,776,500.0,3502
1276,3,1,0,4.3,676,496,44,3,500.0,5004
1277,3,1,0,4.1,140,989,5221,359,100.0,5004
1278,15,1,0,4.0,65,989,137,61,600.0,4448
1281,11,1,1,4.1,448,989,7293,11,700.0,5004
1282,13,1,0,4.0,203,1444,128,60,500.0,5004
1294,18,1,0,3.1,166,496,5221,17,600.0,5004
1296,4,1,1,4.1,1320,989,7293,52,1200.0,5004
1304,7,1,0,4.0,116,989,7293,117,400.0,5004
1308,25,1,0,4.4,288,496,134,61,400.0,5004
1309,13,1,0,2.7,85,989,2321,13,500.0,5004
1314,15,1,0,3.9,124,1444,5221,776,400.0,5004
1315,3,1,0,3.6,323,496,217,61,800.0,5004
1318,10,1,0,3.7,51,496,5221,1136,300.0,5004
1319,4,1,0,4.2,229,989,7293,70,1000.0,5004
1322,14,1,0,2.8,102,496,5221,776,350.0,5004
1323,4,1,0,4.0,76,989,5221,27,150.0,5004
1326,8,1,0,3.9,42,989,1074,150,250.0,5004
1328,29,1,0,3.9,239,989,1074,122,500.0,5004
1340,4,1,0,3.7,55,989,5221,4,200.0,5004
1345,9,1,0,3.9,178,989,1074,204,400.0,5004
1352,2,1,0,3.4,224,496,5221,12,400.0,5004
1356,9,1,0,3.9,199,1444,5221,93,300.0,5004
1365,24,1,1,4.0,1010,989,28,13,1300.0,5004
1367,8,1,1,3.8,72,989,5221,8,400.0,5004
1372,35,0,1,4.1,1000,496,980,79,800.0,5004
1379,14,1,0,3.8,613,1444,2321,14,600.0,5004
1388,9,1,0,2.9,42,1444,5221,15,250.0,5004
1390,10,1,0,3.7,194,1444,5221,1136,400.0,5004
1395,40,0,0,4.3,423,496,1074,208,150.0,5004
1396,11,1,0,3.7,158,1030,7293,13,700.0,5004
1398,9,1,1,4.1,1403,989,124,70,1100.0,959
1404,28,1,0,3.9,153,989,217,85,400.0,5004
1405,9,1,1,2.9,90,496,7293,5,800.0,5004
1409,12,1,0,3.1,140,1444,7293,16,600.0,5004
1410,14,1,0,4.1,463,1444,2321,14,500.0,5004
1412,23,1,0,4.2,384,496,341,83,600.0,4129
1420,39,0,0,4.0,177,496,5221,40,400.0,5004
1422,12,1,0,3.6,70,1444,5221,16,350.0,2397
1423,13,1,1,4.0,790,989,7293,7,1300.0,5004
1426,8,1,0,3.9,92,989,5221,33,300.0,5004
1427,19,0,0,4.1,131,496,102,138,400.0,5004
1430,4,1,0,3.8,89,989,1074,4,400.0,5004
1432,9,1,0,3.0,57,1030,5221,9,400.0,5004
1433,23,1,0,3.8,92,496,217,16,1100.0,5004
1438,8,1,0,3.0,57,989,7293,117,650.0,5004
1444,4,1,0,4.3,133,989,667,215,300.0,5004
1445,2,0,0,4.0,164,496,157,57,250.0,5004
1446,13,1,0,3.9,161,989,667,137,500.0,3280
1456,12,1,0,4.0,308,1030,2321,12,750.0,5004
1459,20,1,0,2.6,208,989,7293,36,650.0,5004
1464,2,1,0,3.4,116,496,7293,77,400.0,5004
1465,13,1,0,2.7,48,496,23,4,650.0,5004
1466,6,1,0,3.7,127,989,2321,26,700.0,5004
1471,39,1,1,3.9,727,989,2321,12,800.0,5004
1473,9,0,0,3.9,125,496,2321,9,500.0,5004
1474,5,1,0,2.6,170,496,7293,5,600.0,5004
1476,2,0,0,3.8,89,496,7293,776,550.0,5004
1477,12,1,0,4.0,507,989,40,12,1000.0,5004
1480,11,1,0,3.8,254,1444,7293,210,550.0,5004
1491,4,1,0,2.8,334,496,7293,776,500.0,5004
1494,23,0,0,3.8,69,496,128,60,700.0,5004
1502,10,1,1,4.1,842,989,980,10,1100.0,2331
1504,8,1,0,4.0,88,989,157,215,500.0,5004
1505,8,1,0,3.5,283,1444,5221,8,350.0,5004
1509,7,1,1,4.1,293,989,7293,7,500.0,5004
1515,4,0,0,2.9,106,496,7293,776,450.0,5004
1517,14,1,0,3.0,61,1444,2321,273,650.0,5004
1519,4,0,0,2.8,80,496,7293,6,650.0,5004
1522,8,1,1,4.0,347,989,7293,8,1000.0,5004
1525,4,1,0,3.4,186,496,7293,6,450.0,5004
1529,4,0,0,4.0,93,496,341,215,800.0,5004
1532,28,0,0,2.4,183,496,667,1136,450.0,5004
1543,7,0,0,2.9,85,496,5221,6,250.0,5004
1548,4,0,0,3.4,66,496,7293,4,800.0,5004
1560,2,0,0,2.9,58,496,5221,29,250.0,5004
1562,2,0,0,3.6,162,496,7293,776,500.0,5004
1563,11,0,0,2.7,67,496,217,93,300.0,5004
1570,17,0,0,2.2,90,496,7293,776,750.0,5004
1573,2,0,0,2.4,96,496,7293,6,500.0,5004
1642,5,1,0,4.0,101,496,7293,20,500.0,5004
1643,9,1,1,3.8,560,989,7293,1136,800.0,5004
1644,8,1,0,3.7,243,989,7293,94,450.0,5004
1646,2,1,0,3.2,148,496,5221,359,250.0,5004
1647,25,0,0,2.3,291,496,7293,12,250.0,5004
1649,3,1,1,3.9,1337,496,298,3,1700.0,5004
1654,25,0,0,4.0,65,496,1074,208,200.0,5004
1664,7,1,0,3.6,43,989,7293,7,600.0,5004
1667,11,1,0,3.7,46,1444,7293,1136,400.0,2388
1671,9,1,0,3.7,46,1444,1074,1,150.0,5004
1672,7,1,0,3.7,117,989,5221,1136,150.0,5004
1673,17,1,1,4.4,2487,496,324,25,900.0,5004
1676,12,1,0,3.2,66,496,7293,776,600.0,5004
1682,13,0,1,4.1,1187,989,124,15,1200.0,5004
1685,11,0,0,4.3,353,989,7293,78,1200.0,5004
1694,9,0,1,4.2,1212,989,7293,32,1200.0,5004
1695,8,1,0,3.7,115,1444,7293,73,550.0,5004
1696,8,1,0,4.1,952,989,7293,2,400.0,5004
1700,19,0,0,3.8,915,989,7293,1136,600.0,5004
1701,6,1,0,3.7,135,1444,7293,776,500.0,5004
1702,8,0,1,4.1,466,989,7293,8,700.0,5004
1704,4,0,0,3.8,115,989,5221,137,350.0,5004
1705,2,0,0,3.9,61,989,341,2,400.0,5004
1708,8,0,0,3.9,86,989,1074,45,250.0,5004
1710,8,0,0,4.0,193,989,7293,16,500.0,5004
1714,4,0,0,3.8,82,989,36,4,1000.0,5004
1721,14,0,0,3.9,115,989,5221,359,200.0,5004
1722,6,0,0,3.7,28,1444,7293,776,500.0,5004
1723,20,0,0,3.2,63,989,96,26,600.0,5004
1728,2,0,0,3.1,44,1444,667,776,500.0,5004
1735,4,0,0,3.5,65,989,7293,4,750.0,5004
1736,4,0,0,2.7,76,1444,5221,776,500.0,5004
1737,4,0,0,2.6,75,1444,5221,6,400.0,5004
1739,4,0,0,3.0,55,989,7293,29,800.0,5004
1753,42,0,0,3.7,48,989,7293,58,800.0,5004
1754,8,0,0,2.9,39,989,341,5,500.0,5004
1798,9,1,0,3.9,193,989,7293,233,400.0,5004
1799,2,1,0,3.9,63,496,5221,2,200.0,5004
1815,12,1,0,3.8,186,989,2321,28,500.0,5004
1816,1,1,0,3.3,28,496,341,97,400.0,5004
1832,40,0,0,4.3,423,496,1074,208,150.0,5004
1833,13,0,0,4.0,102,496,157,65,400.0,5004
1834,19,0,0,4.1,131,496,102,138,400.0,5004
1835,2,0,0,4.0,164,496,157,57,250.0,5004
1836,4,1,0,3.9,102,496,2321,4,450.0,5004
1838,5,1,0,3.9,70,496,1074,204,350.0,5004
1839,48,1,0,3.9,188,496,1074,23,400.0,5004
1840,2,0,0,3.8,46,496,71,2,300.0,5004
1841,3,1,0,4.4,677,496,44,3,500.0,5004
1842,13,1,0,3.9,40,496,217,20,400.0,5004
1843,18,1,0,3.9,99,496,1074,208,400.0,5004
1844,4,0,0,4.0,93,496,341,215,800.0,5004
1846,23,0,0,3.8,69,496,128,60,700.0,5004
1862,32,1,0,4.1,41,496,667,215,500.0,5004
1903,25,0,0,4.0,65,496,1074,208,200.0,5004
1904,11,1,1,4.1,448,989,7293,11,700.0,5004
1905,12,1,0,4.1,46,989,2321,12,600.0,5004
1907,4,1,0,4.3,132,989,667,215,300.0,5004
1909,22,1,0,4.1,237,989,1074,8,500.0,5004
1910,29,1,0,3.9,239,989,1074,122,500.0,5004
1911,9,0,0,4.1,521,989,2321,72,550.0,5004
1915,30,0,0,4.0,319,989,1074,214,500.0,5004
1917,4,1,0,3.8,89,989,1074,4,400.0,5004
1918,20,0,0,3.2,63,989,96,26,600.0,5004
1922,19,0,0,2.9,231,989,1074,7,800.0,5004
1948,37,1,0,3.6,796,496,7293,94,550.0,5004
1949,4,1,1,3.8,500,496,7293,4,1000.0,5004
1950,4,1,1,3.9,681,496,7293,4,800.0,5004
1951,7,1,0,3.8,207,496,7293,6,700.0,5004
1952,45,1,0,4.0,532,496,7293,41,800.0,5004
1956,5,1,0,4.2,421,496,7293,117,700.0,5004
1957,12,1,0,3.9,319,496,7293,776,650.0,5004
1958,19,1,1,4.1,1025,496,7293,1136,1000.0,5004
1959,2,1,1,3.6,225,496,7293,94,700.0,5004
1960,2,0,1,4.0,200,496,2321,125,700.0,5004
1961,17,1,1,4.0,739,496,7293,37,800.0,5004
1962,1,0,0,3.8,149,496,7293,15,400.0,5004
1963,4,1,0,3.9,102,496,2321,4,450.0,5004
1964,7,1,0,3.7,110,496,7293,53,800.0,5004
1966,3,1,0,3.7,171,496,2321,273,300.0,5004
1967,3,1,0,3.7,37,496,2321,30,400.0,5004
1974,16,1,1,3.9,1227,496,7293,3,900.0,5004
1976,9,0,0,3.9,124,496,2321,9,500.0,5004
1977,4,1,0,2.8,335,496,7293,776,500.0,5004
1978,7,1,0,3.9,49,496,2321,273,600.0,5004
1980,2,0,0,3.8,89,496,7293,776,550.0,5004
1981,38,1,0,2.7,425,496,7293,103,400.0,5004
1982,5,1,0,4.0,101,496,7293,20,500.0,5004
1983,5,1,0,3.2,133,496,7293,137,500.0,5004
1985,43,0,0,2.7,160,496,7293,117,850.0,5004
1987,4,1,0,3.4,186,496,7293,6,450.0,5004
1988,23,0,0,3.8,69,496,128,60,700.0,5004
1994,25,1,0,4.4,288,496,134,61,400.0,5004
1995,10,1,1,3.5,551,496,7293,10,600.0,5004
1996,5,1,0,3.0,122,496,7293,83,500.0,5004
2000,4,0,0,2.9,106,496,7293,776,450.0,5004
2001,2,0,1,2.9,200,496,7293,36,1000.0,5004
2002,12,1,0,3.2,66,496,7293,776,600.0,5004
2003,4,0,0,2.8,80,496,7293,6,650.0,5004
2013,5,1,0,2.6,170,496,7293,5,600.0,5004
2017,4,0,0,3.4,66,496,7293,4,800.0,5004
2022,2,0,0,3.6,162,496,7293,776,500.0,5004
2025,9,1,1,2.9,90,496,7293,5,800.0,5004
2028,17,0,0,2.2,90,496,7293,776,750.0,5004
2030,2,0,0,2.4,96,496,7293,6,500.0,5004
2041,2,1,0,3.4,116,496,7293,77,400.0,5004
2042,41,1,0,3.6,132,496,134,46,250.0,5004
2046,2,1,0,3.8,55,496,5221,233,300.0,5004
2047,18,1,0,3.0,114,496,7293,210,1000.0,5004
2048,25,0,0,2.3,291,496,7293,12,250.0,5004
2050,5,1,1,3.8,257,496,7293,5,800.0,5004
2052,3,1,0,4.0,398,496,5221,233,400.0,5004
2054,39,0,0,4.0,177,496,5221,40,400.0,5004
2056,57,1,0,4.0,256,496,5221,132,500.0,5004
2057,2,1,0,3.9,78,496,5221,1136,400.0,5004
2058,14,1,0,3.8,312,496,5221,1136,400.0,5004
2060,26,1,0,3.7,168,496,5221,26,600.0,5004
2061,7,0,0,4.1,315,496,5221,5,500.0,5004
2063,4,1,0,3.7,108,496,5221,4,600.0,5004
2064,55,1,0,3.7,314,496,5221,106,800.0,5004
2065,48,1,0,3.9,188,496,1074,23,400.0,5004
2066,2,1,0,3.7,139,496,5221,37,400.0,5004
2069,51,1,0,3.8,472,496,5221,64,600.0,5004
2071,59,1,0,3.8,369,496,5221,132,400.0,5004
2072,1,0,0,3.9,197,496,5221,359,150.0,5004
2073,2,0,0,3.8,46,496,71,2,300.0,5004
2075,14,0,0,3.3,50,496,217,210,400.0,5004
2077,5,1,0,3.9,201,496,5221,776,250.0,5004
2083,14,1,0,4.2,289,496,5221,14,400.0,5004
2085,5,1,0,3.2,144,496,5221,16,350.0,5004
2086,2,1,0,3.4,224,496,5221,12,400.0,5004
2091,18,1,0,3.1,166,496,5221,17,600.0,5004
2092,45,1,0,3.2,167,496,5221,32,600.0,5004
2096,7,1,0,4.0,597,496,5221,1136,400.0,5004
2099,2,1,0,3.8,56,496,5221,2,500.0,5004
2113,34,1,0,3.6,137,496,5221,57,300.0,5004
2114,54,1,0,3.9,114,496,5221,54,500.0,5004
2116,9,1,0,3.9,75,496,5221,93,200.0,5004
2120,2,1,0,3.2,148,496,5221,359,250.0,5004
2121,56,1,0,2.4,204,496,5221,83,750.0,5004
2123,25,1,0,2.9,153,496,5221,62,600.0,5004
2124,2,1,0,3.9,63,496,5221,2,200.0,5004
2125,13,1,0,2.7,48,496,23,4,650.0,5004
2127,3,1,0,3.8,170,496,5221,3,250.0,5004
2130,23,1,0,3.8,92,496,217,16,1100.0,5004
2132,14,1,0,2.8,102,496,5221,776,350.0,5004
2136,5,0,0,3.5,56,496,5221,72,400.0,5004
2147,7,0,0,2.9,85,496,5221,6,250.0,5004
2163,2,0,0,2.9,58,496,5221,29,250.0,5004
2172,10,1,0,3.7,51,496,5221,1136,300.0,5004
2211,2,1,0,4.0,212,496,5221,1136,400.0,5004
2220,6,1,0,3.8,182,496,217,82,600.0,5004
2222,11,1,0,2.4,158,496,5221,776,300.0,5004
2232,3,1,0,3.6,323,496,217,61,800.0,5004
2234,5,1,0,3.1,175,496,5221,23,250.0,5004
2241,4,0,0,4.5,2781,989,980,4,1200.0,5004
2242,39,0,1,4.7,3844,989,7293,39,1600.0,5004
2243,11,0,0,4.3,353,989,7293,78,1200.0,5004
2244,12,1,1,4.4,4312,989,24,42,1600.0,5004
2245,8,0,1,4.3,1196,989,328,23,1500.0,5004
2246,3,0,1,4.6,311,989,7293,5,1300.0,5004
2247,9,0,1,4.2,1212,989,7293,32,1200.0,5004
2248,5,0,1,4.1,1235,989,7293,77,800.0,5004
2249,9,0,1,3.9,1763,989,357,29,1300.0,5004
2251,14,1,1,4.1,1538,989,7293,14,1000.0,5004
2252,8,1,0,4.1,954,989,7293,2,400.0,5004
2253,13,1,1,4.1,585,989,980,42,1200.0,5004
2254,47,1,0,4.2,374,989,7293,69,750.0,5004
2255,6,1,1,4.2,1028,989,980,6,1100.0,5004
2256,11,1,1,4.1,448,989,7293,11,700.0,5004
2257,13,0,1,4.1,1187,989,124,15,1200.0,5004
2259,7,1,0,4.0,180,989,7293,7,550.0,5004
2260,24,1,1,4.0,1010,989,28,13,1300.0,5004
2262,4,1,0,4.2,230,989,7293,70,1000.0,5004
2264,10,1,1,4.1,842,989,980,10,1100.0,5004
2265,4,1,1,4.1,1320,989,7293,52,1200.0,5004
2266,13,1,1,4.0,790,989,7293,7,1300.0,5004
2267,19,0,0,3.8,915,989,7293,1136,600.0,5004
2268,41,1,1,3.8,756,989,7293,1136,1000.0,5004
2269,4,1,0,3.9,34,989,7293,9,750.0,5004
2270,8,1,1,4.0,347,989,7293,8,1000.0,5004
2271,7,1,1,4.1,293,989,7293,7,500.0,5004
2272,6,1,0,3.9,347,989,7293,83,600.0,5004
2273,8,1,0,4.1,587,989,7293,162,700.0,5004
2274,30,1,0,4.0,1306,989,7293,42,750.0,5004
2275,8,0,1,4.1,466,989,7293,8,700.0,5004
2276,4,0,0,4.0,129,989,5221,233,300.0,5004
2277,6,1,0,3.7,217,989,7293,77,500.0,5004
2278,4,0,0,3.8,115,989,5221,137,350.0,5004
2279,2,0,0,3.8,59,989,7293,77,400.0,5004
2280,2,0,0,3.7,535,989,7293,59,950.0,5004
2281,2,0,0,3.8,228,989,5221,2,400.0,5004
2282,7,1,0,3.9,178,989,7293,233,450.0,5004
2283,39,1,1,3.9,727,989,2321,12,800.0,5004
2284,8,1,0,3.7,243,989,7293,94,450.0,5004
2287,9,0,0,4.1,521,989,2321,72,550.0,5004
2288,2,0,0,2.9,51,989,7293,93,600.0,5004
2292,85,1,1,4.4,4381,989,302,85,600.0,5004
2293,8,0,0,4.0,193,989,7293,16,500.0,5004
2294,9,0,0,3.8,177,989,5221,3,400.0,5004
2295,8,0,1,3.9,165,989,7293,16,1000.0,5004
2296,22,0,0,3.4,97,989,980,22,1100.0,5004
2297,11,1,0,3.7,132,989,2321,11,400.0,5004
2298,4,0,0,3.8,82,989,36,4,1000.0,5004
2300,15,1,0,3.9,407,989,7293,776,500.0,5004
2301,6,1,0,3.8,46,989,2321,6,450.0,5004
2304,8,0,0,3.3,177,989,7293,52,950.0,5004
2307,8,1,0,3.8,146,989,7293,210,600.0,5004
2311,23,1,0,3.1,320,989,7293,12,600.0,5004
2315,12,0,0,3.4,48,989,2321,62,550.0,5004
2317,28,0,0,2.3,175,989,7293,1136,450.0,5004
2319,22,1,0,3.1,64,989,7293,19,750.0,5004
2320,4,0,0,3.5,65,989,7293,4,750.0,5004
2323,4,0,0,3.0,55,989,7293,29,800.0,5004
2328,42,0,0,3.7,48,989,7293,58,800.0,5004
2329,8,1,0,3.0,57,989,7293,117,650.0,5004
2337,6,1,0,3.7,127,989,2321,26,700.0,5004
2339,6,1,0,2.5,321,989,5221,6,400.0,5004
2342,8,1,0,3.9,92,989,5221,33,300.0,5004
2345,14,0,0,3.9,115,989,5221,359,200.0,5004
2346,46,1,0,3.9,386,989,5221,61,600.0,5004
2347,24,1,0,3.3,212,989,5221,26,350.0,5004
2350,19,0,0,2.9,231,989,1074,7,800.0,5004
2391,10,1,0,3.9,62,989,5221,6,300.0,5004
2393,8,1,1,4.1,612,1444,980,11,1500.0,5004
2394,8,1,0,4.0,827,1444,7293,32,500.0,5004
2396,18,1,0,3.9,362,1444,7293,1136,600.0,5004
2397,6,1,0,3.7,135,1444,7293,776,500.0,5004
2398,9,1,0,4.0,244,1444,5221,33,400.0,5004
2399,7,1,0,3.0,102,1444,7293,233,600.0,5004
2401,8,1,0,3.7,115,1444,7293,73,550.0,5004
2402,15,1,0,4.2,465,1444,5221,9,300.0,5004
2404,8,1,0,3.9,173,1444,5221,8,250.0,5004
2407,9,1,0,4.1,83,1444,5221,26,400.0,5004
2411,8,1,0,4.0,107,1444,5221,1136,300.0,5004
2417,6,0,0,3.7,28,1444,7293,776,500.0,5004
2419,10,1,0,3.7,194,1444,5221,1136,400.0,5004
2437,4,0,0,2.7,76,1444,5221,776,500.0,5004
2438,4,0,0,2.6,75,1444,5221,6,400.0,5004
2445,9,1,0,2.9,126,1444,5221,73,300.0,5004
2459,9,1,0,3.9,435,1444,7293,62,650.0,5004
2460,10,1,0,2.9,255,1444,5221,1136,250.0,5004
2464,17,1,1,4.4,2488,496,324,25,900.0,5004
2465,6,1,1,4.4,2237,496,980,6,1200.0,5004
2466,3,1,1,3.9,1337,496,298,3,1700.0,5004
2467,4,1,1,3.9,681,496,7293,4,800.0,5004
2469,4,0,0,4.5,2781,989,980,4,1200.0,5004
2470,12,1,1,4.4,4312,989,24,42,1600.0,5004
2471,9,0,1,3.9,1763,989,357,29,1300.0,5004
2472,13,1,1,4.1,585,989,980,42,1200.0,5004
2473,13,0,1,4.1,1187,989,124,15,1200.0,5004
2474,24,1,1,4.0,1010,989,28,13,1300.0,5004
2475,10,1,1,4.1,842,989,980,10,1100.0,5004
2476,22,0,0,3.4,97,989,980,22,1100.0,5004
2479,8,1,1,4.1,612,1444,980,11,1500.0,5004
2480,8,1,1,4.2,2022,1030,7293,78,1000.0,5004
2482,4,0,0,3.8,166,286,7293,4,600.0,5004
2483,7,1,0,3.8,286,286,7293,1136,600.0,5004
2485,14,0,1,4.1,2303,1030,7293,776,950.0,5004
2486,23,1,1,4.1,2339,1030,7293,35,1500.0,5004
2487,67,1,0,4.4,4884,1030,7293,56,750.0,2078
2488,11,1,1,4.1,775,387,7293,50,800.0,5004
2490,11,1,0,3.8,918,387,159,11,800.0,1666
2491,16,1,0,3.8,74,41,7293,16,1000.0,4095
2492,10,1,0,4.1,139,1030,7293,44,550.0,5004
2493,9,0,1,3.8,176,1030,7293,6,1350.0,5004
2494,11,1,1,3.8,584,1030,7293,45,1200.0,5004
2495,8,0,1,4.3,633,1030,159,4,800.0,5004
2496,6,0,1,4.1,102,1030,2321,6,800.0,5004
2497,85,1,1,4.6,1755,286,302,85,600.0,5004
2498,8,1,0,3.9,240,286,2321,273,700.0,5004
2499,6,0,0,3.8,148,286,302,6,550.0,5004
2500,9,1,0,4.0,219,286,2321,70,600.0,5004
2501,6,1,0,4.1,216,286,2321,11,500.0,5004
2502,13,1,0,3.7,514,286,2321,9,600.0,5004
2503,5,1,0,3.4,58,286,2321,62,400.0,5004
2505,11,1,1,4.3,1252,1030,302,11,800.0,5004
2506,6,0,0,4.2,704,1030,2321,273,500.0,5004
2507,9,1,0,4.1,796,1030,2321,20,400.0,5004
2508,20,0,1,4.2,731,1030,2321,6,800.0,5004
2510,6,0,0,4.2,223,1030,2321,6,800.0,5004
2511,6,0,0,4.1,707,1030,2321,9,850.0,5004
2512,8,1,0,4.2,261,1030,2321,56,700.0,5004
2513,8,1,1,4.2,150,387,2321,34,600.0,1375
2514,9,1,1,4.2,1901,1030,2321,9,800.0,5004
2515,7,1,0,4.0,324,387,2321,34,700.0,5004
2516,10,1,0,4.6,228,1030,2321,30,400.0,5004
2517,7,1,0,4.2,504,387,2321,7,550.0,5004
2518,9,1,0,4.1,130,1030,2321,44,650.0,5004
2520,11,1,0,3.8,918,387,159,11,800.0,5004
2521,10,1,0,3.8,90,387,2321,273,650.0,5004
2524,13,1,0,3.8,144,387,2321,13,700.0,5004
2525,6,0,0,3.8,46,1030,2321,273,400.0,5004
2527,4,0,0,4.0,62,1030,2321,273,150.0,5004
2528,8,1,1,3.9,291,1030,2321,8,650.0,5004
2529,12,0,0,3.2,59,1030,159,62,550.0,5004
2531,13,1,0,2.9,62,1030,23,9,650.0,5004
2534,8,1,0,2.6,157,1030,2321,8,450.0,5004
2540,5,0,0,3.7,168,1030,2321,20,400.0,5004
2543,28,1,0,3.9,627,387,667,24,450.0,1906
2545,42,1,0,4.1,414,1030,5221,12,500.0,5004
2546,7,1,0,4.2,95,1030,44,43,400.0,5004
2547,67,1,0,4.4,4884,1030,7293,56,750.0,5004
2548,9,1,0,4.0,771,387,7293,233,450.0,5004
2549,6,1,0,4.2,64,286,5221,6,500.0,5004
2550,5,1,0,4.1,233,286,5221,54,200.0,5004
2551,59,1,0,3.8,505,387,5221,132,450.0,658
2552,3,1,0,4.1,201,387,5221,103,300.0,4795
2553,30,1,0,4.0,774,1760,7293,38,800.0,5004
2554,5,1,0,3.7,125,989,5221,15,250.0,5004
2556,5,1,0,3.8,540,286,7293,5,650.0,5004
2557,45,1,0,3.7,176,286,5221,32,600.0,5004
2560,3,1,0,3.6,91,989,341,1,500.0,5004
2561,19,1,0,3.8,133,286,5221,43,200.0,4500
