,name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
24865,6,0,1,3.9,198,257,7293,1136,700.0,5004
24866,6,0,0,3.8,139,257,980,52,500.0,5004
24870,24,1,0,3.5,312,257,7293,31,700.0,4024
24892,4,1,0,3.9,115,257,7293,210,550.0,5004
24895,21,1,0,2.7,182,257,7293,4,450.0,1659
24898,5,1,0,4.4,1418,257,5221,5,300.0,2125
24900,4,1,0,3.9,110,257,5221,150,400.0,2205
24902,4,1,0,4.0,175,257,5221,47,400.0,5004
24903,51,1,0,3.9,718,257,5221,64,600.0,1456
24905,7,1,0,3.8,185,257,5221,167,250.0,5004
24910,34,1,0,3.7,118,257,5221,57,300.0,2786
24911,5,1,0,4.0,129,257,5221,5,600.0,5004
24912,59,1,0,3.1,616,257,5221,132,450.0,2599
24914,18,1,0,3.9,186,257,5221,162,500.0,5004
24916,6,0,0,3.7,53,257,96,6,350.0,5004
24917,5,1,0,3.8,173,42,5221,167,300.0,4901
24920,4,1,0,3.7,118,257,5221,83,450.0,3363
24923,54,1,0,3.8,140,257,5221,54,500.0,1020
24924,5,1,0,3.9,41,257,5221,5,550.0,2170
24925,5,1,0,3.8,128,257,5221,5,400.0,1737
24927,29,1,0,3.3,58,257,5221,20,300.0,4639
24928,3,0,0,3.7,41,257,5221,57,250.0,5004
24936,4,1,0,3.9,52,257,5221,4,300.0,2129
24955,5,1,0,4.0,209,257,5221,5,550.0,4121
24961,5,1,0,3.7,93,257,5221,15,400.0,3781
24975,5,1,0,3.8,49,257,5221,103,300.0,3140
24976,57,1,0,2.9,215,257,5221,132,500.0,3348
24977,7,1,0,3.6,76,257,5221,11,450.0,2347
24981,4,1,0,3.3,351,196,49,4,350.0,5004
24983,4,1,0,3.9,611,196,7293,45,750.0,2367
24984,4,1,0,3.7,71,196,7293,13,450.0,4566
24986,7,1,1,4.5,506,34,2321,70,650.0,874
24988,4,0,0,4.0,157,196,324,151,1100.0,5004
24989,4,1,1,4.0,667,196,7293,4,700.0,2560
24990,4,1,1,3.5,131,196,7293,7,1000.0,4280
24993,5,1,0,3.8,200,196,7293,4,600.0,4646
24995,4,1,0,4.1,98,34,2321,4,500.0,5004
24996,6,1,0,3.7,73,196,40,6,500.0,4838
24999,23,0,0,3.8,161,196,5221,167,300.0,5004
25000,5,1,0,4.3,332,34,5221,132,300.0,2207
25002,4,1,0,3.5,324,196,7293,125,600.0,1552
25006,8,1,0,2.6,254,196,7293,776,1050.0,4038
25008,2,0,0,4.0,130,196,5221,359,200.0,5004
25012,4,1,0,3.9,71,196,5221,17,250.0,1317
25013,4,1,0,3.8,109,196,980,22,600.0,1821
25018,6,1,0,3.8,44,196,2321,56,500.0,3145
25019,4,1,0,3.2,123,196,7293,45,600.0,2870
25021,4,1,0,3.9,224,196,7293,9,600.0,4825
25023,4,1,0,3.4,182,196,7293,4,500.0,1177
25025,2,0,0,3.6,70,196,5221,42,200.0,5004
25027,2,0,0,3.5,50,196,7293,2,600.0,5004
25028,12,1,0,3.4,78,196,5221,36,400.0,5004
25034,4,1,0,3.7,64,196,5221,4,400.0,452
25035,4,0,0,3.7,100,196,357,41,1200.0,5004
25036,4,1,0,3.8,98,196,7293,162,500.0,1131
25037,38,1,0,3.8,92,196,5221,138,400.0,4171
25039,4,1,0,3.9,283,196,5221,58,250.0,5004
25049,2,0,0,3.7,103,196,7293,1136,600.0,5004
25055,6,1,0,3.8,77,196,2321,62,550.0,2723
25057,4,1,0,3.7,42,196,5221,210,500.0,5004
25065,46,1,0,3.8,151,196,5221,61,500.0,3453
25073,2,0,0,3.7,161,196,5221,103,300.0,5004
25075,31,0,0,2.8,69,196,5221,36,300.0,5004
25082,4,1,0,3.6,92,196,5221,13,400.0,4103
25106,4,0,0,3.8,104,196,5221,11,400.0,5004
25112,2,0,0,3.6,77,34,5221,233,400.0,5004
25142,6,1,1,4.4,2329,465,121,4,1400.0,1469
25143,6,0,1,4.3,416,465,121,10,1800.0,5004
25144,6,1,1,4.2,1196,465,217,6,1400.0,1373
25145,22,1,1,4.4,816,465,298,6,1200.0,5004
25146,39,1,1,3.8,360,465,217,6,1300.0,1990
25147,4,0,1,4.0,662,465,121,4,1500.0,5004
25148,5,1,0,3.9,248,465,357,5,1200.0,2245
25149,4,0,1,3.9,74,465,980,4,1200.0,5004
25150,9,0,1,4.0,377,465,357,12,1300.0,5004
25151,6,1,1,3.9,751,42,324,6,1500.0,1762
25152,6,0,0,3.8,139,257,980,52,500.0,5004
25155,4,0,0,4.0,157,196,324,151,1100.0,5004
25156,4,0,0,3.7,100,196,357,41,1200.0,5004
25157,7,1,1,4.1,840,257,2321,7,800.0,1370
25158,85,1,1,4.4,2589,257,302,85,600.0,2233
25160,6,1,1,4.3,496,257,40,6,800.0,5004
25161,33,1,0,4.0,722,257,2321,33,1000.0,441
25162,9,1,1,3.6,104,257,2321,9,800.0,5000
25171,43,0,0,4.5,1181,465,159,43,900.0,5004
25172,25,1,1,4.2,559,465,2321,78,1200.0,376
25173,24,1,0,4.1,399,465,143,16,700.0,493
25174,6,1,1,4.1,577,465,2321,70,700.0,3082
25175,2,0,0,4.3,167,465,2321,273,500.0,5004
25176,6,1,0,4.3,191,42,2321,6,700.0,2102
25177,6,0,0,3.8,92,465,2321,273,700.0,5004
25180,6,1,0,3.7,73,196,40,6,500.0,4838
25181,10,0,0,4.0,241,465,2321,10,600.0,5004
25182,5,1,0,4.1,172,465,2321,5,700.0,5004
25183,6,1,0,3.8,44,196,2321,56,500.0,3145
25184,5,1,0,4.1,274,465,2321,12,900.0,3416
25187,8,0,0,3.8,110,465,302,8,700.0,5004
25189,6,1,0,3.7,46,465,2321,273,500.0,362
25192,6,1,0,3.8,140,465,2321,6,650.0,1371
25194,4,0,0,3.9,63,196,2321,62,450.0,5004
25197,6,1,0,3.8,77,196,2321,62,550.0,2723
25207,19,1,0,3.9,97,465,2321,20,350.0,2379
25209,7,1,1,4.5,506,34,2321,70,650.0,874
25210,12,1,0,3.8,362,293,2321,125,700.0,437
25213,48,1,0,3.8,221,465,1074,23,400.0,600
25214,28,1,0,3.6,531,3,667,24,450.0,25
25215,3,1,0,4.0,297,465,5221,1136,350.0,3415
25216,4,1,0,3.7,52,465,5221,28,350.0,1082
25218,45,1,0,4.0,209,465,5221,32,600.0,851
25219,42,1,0,4.2,386,465,5221,132,500.0,3713
25220,52,1,0,4.4,220,196,1074,208,400.0,4519
25221,34,1,0,3.7,118,257,5221,57,300.0,2786
25222,67,1,0,4.0,3128,257,7293,56,750.0,4379
25224,5,1,0,4.4,1418,257,5221,5,300.0,2125
25225,23,1,0,4.1,498,465,5221,37,250.0,1916
25227,29,1,0,4.8,265,465,1074,204,400.0,5004
25228,85,1,1,4.4,2589,257,302,85,600.0,2233
25231,41,0,0,3.9,87,465,1074,214,300.0,5004
25232,13,1,1,4.5,1228,465,7293,5,800.0,2709
25234,31,1,0,3.9,420,257,7293,5,800.0,2865
25235,2,1,0,3.7,215,196,341,4,450.0,5004
25237,29,1,0,3.3,58,257,5221,20,300.0,4639
25238,3,1,0,3.3,238,22,5221,776,400.0,2385
25240,2,1,0,4.0,148,42,667,5,400.0,2633
25241,23,1,1,4.1,448,465,7293,83,500.0,4734
25242,4,1,0,3.9,191,42,7293,50,650.0,1128
25243,30,1,0,4.2,432,465,1074,214,500.0,805
25244,2,1,0,3.7,306,62,5221,2,400.0,2354
25245,51,1,0,3.5,408,62,5221,64,600.0,1803
25246,8,1,0,4.1,327,465,5221,233,300.0,2647
25249,2,1,0,3.8,306,62,5221,2,400.0,1354
25250,59,1,0,3.1,616,257,5221,132,450.0,2599
25254,5,1,0,4.3,332,34,5221,132,300.0,2207
25256,30,1,0,3.9,162,465,667,83,750.0,2157
25259,3,1,0,4.1,189,465,5221,359,100.0,582
25260,3,1,0,3.8,257,196,5221,776,600.0,4022
25262,3,1,0,3.7,297,196,5221,167,200.0,1943
25263,4,1,0,3.2,123,196,7293,45,600.0,2870
25264,4,1,0,3.9,96,465,5221,31,300.0,3681
25265,4,1,0,3.6,92,196,5221,13,400.0,4102
25269,5,1,0,3.7,41,34,667,5,400.0,4190
25270,21,1,0,2.7,182,257,7293,4,450.0,1658
25273,2,1,0,3.9,247,62,5221,13,400.0,2869
25275,38,1,0,4.0,154,257,5221,138,400.0,413
25276,2,1,0,3.6,153,62,5221,13,400.0,1142
25279,26,1,0,4.1,343,257,341,26,500.0,1871
25281,56,1,0,2.7,434,465,7293,106,750.0,2317
25283,30,1,0,3.9,232,257,667,167,650.0,1968
25285,5,1,0,3.7,301,257,7293,15,750.0,1053
25286,32,1,0,3.9,35,465,667,215,500.0,1600
25287,5,1,0,3.7,93,257,5221,15,400.0,3781
25290,4,1,0,3.8,140,465,7293,4,700.0,825
25291,2,1,0,3.7,50,6,1074,57,300.0,594
25292,5,1,1,4.3,1437,257,7293,5,1500.0,3827
25294,6,1,1,4.4,2329,465,121,4,1400.0,1469
25296,4,1,0,3.4,182,196,7293,4,500.0,1177
25297,32,1,0,3.6,90,62,5221,36,400.0,1424
25298,2,1,0,3.7,48,62,341,2,150.0,3597
25299,2,1,0,4.2,376,465,5221,37,350.0,1721
25300,18,1,0,2.7,64,62,217,210,700.0,3982
25304,4,1,0,3.7,214,465,7293,13,700.0,5004
25305,46,1,0,3.8,151,196,5221,61,500.0,3453
25308,11,1,0,3.8,109,196,1074,208,450.0,2873
25310,4,1,0,3.9,110,257,5221,150,400.0,2205
25311,6,1,1,4.1,577,465,2321,70,700.0,3082
25312,2,1,0,3.2,107,34,667,1136,500.0,860
25313,2,1,0,4.0,177,62,7293,2,600.0,5004
25316,20,1,0,3.7,91,465,5221,54,200.0,3008
25317,5,1,0,3.8,128,257,5221,5,400.0,1737
25318,15,1,0,2.6,227,196,5221,68,600.0,889
25319,2,1,0,4.2,533,62,7293,4,800.0,5004
25322,4,1,0,3.7,118,257,5221,83,450.0,3363
25323,6,0,0,3.4,58,62,5221,6,500.0,5004
25324,22,1,0,4.1,174,465,1074,16,500.0,2611
25325,55,1,0,3.8,189,196,5221,106,400.0,3101
25328,4,1,0,3.5,324,196,7293,125,600.0,1552
25329,2,1,0,3.8,128,62,5221,25,300.0,5004
25330,12,1,0,3.8,289,465,7293,37,600.0,928
25332,54,1,0,3.8,140,257,5221,54,500.0,1020
25333,6,0,0,4.0,161,257,7293,94,600.0,5004
25335,6,1,1,4.5,755,62,357,16,1300.0,5004
25336,29,1,0,3.9,84,62,1074,204,300.0,5004
25337,30,1,0,3.7,370,257,7293,13,800.0,1118
25340,5,1,0,3.8,48,196,88,138,150.0,2742
25344,7,1,1,4.5,506,34,2321,70,650.0,874
25348,2,1,0,3.9,82,62,5221,162,400.0,4690
25349,4,1,0,3.9,71,196,5221,17,250.0,1317
25350,6,1,0,3.8,140,465,2321,6,650.0,1371
25352,47,1,0,3.5,119,465,7293,69,750.0,964
25353,17,1,0,3.1,78,34,667,70,500.0,861
25354,5,1,0,3.9,190,257,7293,15,600.0,574
25355,4,1,1,4.5,418,257,7293,4,1200.0,443
25356,31,1,0,3.6,56,465,2321,273,650.0,783
25357,6,1,0,3.7,57,34,667,82,500.0,5004
25358,5,1,0,3.9,41,257,5221,5,550.0,2170
25359,5,1,0,3.8,173,42,5221,167,300.0,4901
25360,4,1,0,3.7,71,196,7293,13,450.0,4566
25362,4,1,0,3.9,64,465,22,4,600.0,593
25363,4,1,0,3.8,88,465,5221,4,400.0,3826
25368,4,1,1,4.2,341,465,124,4,1400.0,5004
25371,19,1,0,3.9,97,465,2321,20,350.0,2379
25379,4,1,0,3.6,42,62,7293,2,600.0,2955
25382,24,1,0,3.5,312,257,7293,31,700.0,4024
25383,24,1,0,3.9,55,465,137,24,400.0,495
25386,6,1,1,4.2,1196,465,217,6,1400.0,1373
25387,24,1,0,4.1,399,465,143,16,700.0,493
25388,6,1,0,4.1,70,293,7293,1136,700.0,2777
25389,4,1,0,4.1,98,34,2321,4,500.0,664
25390,4,1,0,2.4,48,465,5221,15,450.0,1920
25391,5,1,1,3.7,399,465,7293,5,1000.0,3527
25393,4,1,0,3.8,98,196,7293,162,500.0,1131
25395,4,1,0,3.7,64,196,5221,4,400.0,452
25399,5,1,0,4.0,209,257,5221,5,550.0,4121
25401,4,1,0,3.1,150,465,7293,82,500.0,5004
25403,4,1,0,4.0,89,465,5221,150,200.0,5004
25404,4,1,0,3.9,224,196,7293,9,600.0,4825
25407,9,1,1,3.6,104,257,2321,9,800.0,5000
25410,5,1,1,4.3,473,465,7293,359,750.0,5004
25413,2,1,0,4.0,96,465,137,46,400.0,3396
25414,7,1,0,3.6,76,257,5221,11,450.0,2346
25416,38,1,0,2.7,194,62,7293,32,400.0,4184
25417,4,1,0,4.1,201,465,7293,4,650.0,4324
25421,4,1,0,4.2,219,465,7293,57,1000.0,1315
25426,7,1,1,4.1,840,257,2321,7,800.0,1370
25431,6,1,0,4.3,191,42,2321,6,700.0,2102
25435,57,1,0,2.9,215,257,5221,132,500.0,3348
25436,4,1,0,3.7,91,465,7293,44,500.0,1195
25438,21,1,0,3.8,31,196,217,214,300.0,498
25439,4,1,0,3.9,240,465,7293,167,600.0,966
25440,20,1,0,2.7,171,465,7293,97,500.0,2540
25442,5,1,0,3.8,49,257,5221,103,300.0,3602
25444,2,1,0,3.7,86,62,5221,31,400.0,5004
25446,39,1,1,3.8,360,465,217,6,1300.0,1990
25447,4,1,0,3.8,69,465,5221,1136,300.0,274
25448,5,1,0,3.9,219,257,7293,39,600.0,4154
25457,4,1,0,3.6,147,257,7293,4,700.0,559
25459,10,0,0,3.9,247,257,7293,4,450.0,5004
25462,6,1,0,3.7,81,293,5221,36,200.0,3468
25464,4,1,0,3.9,611,196,7293,45,750.0,2367
25465,4,1,0,3.9,358,42,7293,12,650.0,186
25467,6,1,0,3.3,63,196,7293,22,500.0,5004
25469,6,1,1,3.9,751,42,324,6,1500.0,1762
25472,23,1,0,4.0,165,62,7293,1136,500.0,5004
25480,25,1,0,4.1,252,293,69,19,350.0,4073
25486,3,1,0,3.6,68,22,7293,3,450.0,5004
25488,6,1,0,3.7,73,196,40,6,500.0,5004
25489,4,1,0,3.8,80,465,7293,210,750.0,5004
25490,23,1,0,2.8,100,62,217,2,800.0,5004
25494,4,1,0,3.8,109,196,980,22,600.0,5004
25499,4,0,0,4.2,216,257,49,16,300.0,5004
25500,4,0,0,2.6,210,62,5221,776,400.0,5004
25501,2,1,0,3.9,375,62,5221,9,400.0,5004
25502,5,1,0,4.1,274,465,2321,12,900.0,3416
25505,4,1,1,3.9,293,465,7293,4,900.0,3330
25508,4,0,0,4.1,109,257,7293,162,450.0,5004
25511,4,1,0,3.7,124,465,7293,27,600.0,5004
25512,4,1,1,3.5,131,196,7293,7,1000.0,4280
25515,33,1,0,4.0,120,257,49,11,150.0,5004
25518,2,1,0,3.9,116,6,7293,82,1000.0,2845
25519,6,1,0,4.0,469,62,7293,22,550.0,158
25522,2,1,0,4.0,253,34,7293,50,600.0,3484
25523,2,1,0,2.7,227,6,7293,2,750.0,5004
25524,5,1,0,3.8,232,293,7293,776,500.0,5004
25527,4,1,0,3.3,351,196,49,4,350.0,3790
25531,4,1,0,3.7,209,465,7293,11,600.0,4629
25532,6,1,0,3.7,46,465,2321,273,500.0,362
25533,6,1,0,3.8,77,196,2321,62,550.0,2723
25534,4,1,0,3.9,77,465,7293,4,800.0,1265
25536,23,1,0,4.1,91,257,667,83,600.0,4130
25539,2,1,0,3.9,39,465,5221,2,300.0,5004
25540,19,1,0,4.0,99,257,5221,138,400.0,5004
25541,6,1,1,4.3,496,257,40,6,800.0,5004
25542,23,1,0,3.6,519,465,7293,12,600.0,1215
25543,4,1,0,3.9,283,196,5221,58,250.0,5004
25544,2,1,0,3.6,113,196,341,1136,400.0,3531
25547,5,1,0,3.7,600,62,7293,4,600.0,2371
25548,6,0,1,3.9,198,257,7293,1136,700.0,5004
25549,6,0,0,3.7,53,257,96,6,350.0,5004
25550,35,0,1,4.1,737,257,980,79,800.0,5004
25551,4,1,0,3.7,83,465,7293,20,600.0,5004
25552,2,1,1,4.0,202,62,5221,2,450.0,3806
25553,4,1,0,3.6,195,465,5221,776,500.0,2423
25556,2,1,0,4.0,220,34,7293,162,500.0,4851
25557,7,1,0,3.8,185,257,5221,167,250.0,5004
25559,1,1,1,4.3,53,62,7293,4,600.0,3482
25561,4,1,0,3.9,52,257,5221,4,300.0,2130
25564,45,1,1,4.5,1013,465,7293,162,1100.0,455
25568,18,1,0,3.9,186,257,5221,162,500.0,1423
25570,6,0,0,3.8,139,257,980,52,500.0,5004
25573,5,1,0,4.1,172,465,2321,5,700.0,5004
25575,5,1,1,4.1,229,257,7293,10,550.0,5004
25579,3,0,0,3.7,41,257,5221,57,250.0,5004
25580,9,1,0,3.0,58,293,341,37,400.0,2403
25584,12,1,0,3.8,362,293,2321,125,700.0,5004
25585,4,1,0,4.1,200,465,7293,19,800.0,5004
25586,6,1,0,3.0,119,257,341,6,500.0,3148
25587,6,1,0,3.7,145,62,7293,2,600.0,5004
25588,4,1,0,4.1,198,465,7293,37,600.0,5004
25589,4,1,1,4.1,223,465,7293,4,500.0,3022
25590,12,1,0,3.4,78,196,5221,36,400.0,5004
25594,45,1,0,3.3,145,196,7293,41,900.0,5004
25595,5,1,0,2.9,619,62,5221,776,500.0,2434
25597,4,1,1,3.7,83,465,7293,8,800.0,4310
25599,8,1,0,2.6,254,196,7293,776,1050.0,5004
25600,4,0,0,3.8,164,257,7293,11,650.0,5004
25601,28,1,0,2.8,234,465,7293,210,700.0,1393
25602,5,1,0,4.0,72,257,7293,27,400.0,1331
25604,4,1,1,3.9,321,465,7293,4,750.0,635
25605,23,1,1,4.2,405,465,7293,5,1500.0,5002
25606,23,1,0,3.7,220,465,5221,69,400.0,5004
25607,33,1,0,4.0,722,257,2321,33,1000.0,441
25616,4,1,0,4.0,175,257,5221,47,400.0,5004
25618,4,1,0,3.9,93,465,5221,4,400.0,2854
25622,5,1,0,3.8,202,42,7293,162,600.0,3365
25623,1,1,0,3.7,82,196,7293,162,800.0,5004
25633,4,1,1,4.0,667,196,7293,4,700.0,2560
25644,5,1,0,4.1,383,257,7293,5,700.0,1297
25645,16,1,0,4.1,1208,465,7293,1136,800.0,3641
25648,12,1,0,3.9,367,196,667,41,450.0,2717
25651,16,1,1,4.0,694,62,7293,125,1200.0,5004
25653,15,1,0,4.1,155,465,7293,162,1100.0,1392
25662,4,1,0,4.4,203,465,7293,4,800.0,5004
25664,7,1,0,4.3,785,293,5221,1136,300.0,5004
25665,4,1,0,3.7,42,196,5221,210,500.0,5004
25673,5,1,0,3.8,311,465,7293,58,800.0,5004
25674,5,0,1,4.4,1099,465,980,8,1400.0,5004
25675,2,1,0,4.0,222,16,2321,2,850.0,5004
25678,11,0,0,4.1,470,465,7293,1136,800.0,5004
25679,23,0,0,3.8,161,196,5221,167,300.0,5004
25680,4,0,1,4.2,783,465,7293,4,1400.0,5004
25681,4,0,0,4.2,142,293,157,65,500.0,5004
25692,4,0,0,3.8,41,293,157,65,500.0,5004
25699,2,1,0,4.1,178,293,667,7,400.0,5004
25702,4,1,0,3.9,115,257,7293,210,550.0,1063
25708,23,1,1,4.0,178,465,7293,23,1000.0,5004
25712,2,1,0,4.1,620,465,5221,2,200.0,5004
25713,5,1,0,3.9,248,465,357,5,1200.0,2245
25714,23,1,0,2.8,142,293,96,215,300.0,5004
25717,5,1,0,4.0,129,257,5221,5,600.0,5004
25718,5,1,0,2.8,132,196,5221,26,200.0,5004
25719,6,0,1,4.3,416,465,121,10,1800.0,5004
25722,2,1,0,3.7,68,34,7293,2,800.0,5004
25725,43,0,0,4.5,1181,465,159,43,900.0,5004
25726,25,1,1,4.2,559,465,2321,78,1200.0,376
25727,4,0,1,3.9,300,465,7293,22,750.0,5004
25729,4,0,0,4.0,83,465,5221,15,500.0,5004
25730,4,0,0,3.9,121,42,7293,4,600.0,5004
25731,4,0,0,3.9,47,465,5221,11,500.0,5004
25735,40,0,0,4.3,259,465,1074,37,200.0,5004
25738,6,1,0,3.8,44,196,2321,56,500.0,3145
25740,8,0,0,3.8,110,465,302,8,700.0,5004
25743,4,0,0,3.8,41,196,157,65,400.0,5004
25745,4,0,0,4.3,241,293,157,215,100.0,5004
25751,9,0,0,4.1,107,465,137,9,350.0,5004
25756,4,0,0,4.0,95,42,667,215,300.0,5004
25762,6,0,0,3.9,78,465,5221,215,650.0,5004
25769,9,0,0,2.9,56,465,7293,9,700.0,5004
25770,31,0,0,2.8,69,196,5221,36,300.0,5004
25810,3,0,0,3.7,90,465,7293,3,600.0,5004
25811,4,0,0,3.8,104,196,5221,11,400.0,5004
25816,3,0,0,2.6,45,465,667,167,650.0,5004
25823,6,0,0,4.0,81,465,7293,7,1000.0,5004
25858,10,1,0,3.8,51,196,217,359,300.0,4499
25862,3,1,0,2.9,54,196,5221,3,250.0,5004
25880,6,0,0,3.8,92,465,2321,273,700.0,5004
25882,22,1,1,4.4,816,465,298,6,1200.0,5004
25888,6,1,1,4.3,496,257,40,6,800.0,5004
25891,38,1,0,4.0,154,257,5221,138,400.0,5004
25892,6,0,0,3.7,53,257,96,6,350.0,5004
25893,19,1,0,4.0,99,257,5221,138,400.0,5004
25895,33,1,0,4.0,120,257,49,11,150.0,4265
25906,29,1,0,4.8,265,465,1074,204,400.0,5004
25908,24,1,0,4.1,399,465,143,16,700.0,493
25909,52,0,0,4.4,669,465,1074,208,400.0,5004
25910,13,0,0,3.9,130,42,157,65,400.0,5004
25911,2,0,0,4.6,274,465,1074,57,300.0,5004
25915,40,0,0,4.3,259,465,1074,37,200.0,5004
25917,48,1,0,3.8,221,465,1074,23,400.0,600
25922,30,1,0,4.2,432,465,1074,214,500.0,805
25923,22,1,0,4.1,174,465,1074,16,500.0,2611
25924,4,0,0,4.1,71,465,7293,4,600.0,5004
25925,8,0,0,3.8,110,465,302,8,700.0,5004
25926,4,0,0,3.8,41,196,157,65,400.0,5004
25927,11,1,0,3.8,109,196,1074,208,450.0,2873
25930,21,1,0,3.8,31,196,217,214,300.0,5004
25931,32,1,0,3.9,35,465,667,215,500.0,1600
25935,29,1,0,3.9,90,465,1074,204,300.0,5004
25936,41,0,0,3.9,87,465,1074,214,300.0,5004
25937,4,0,0,4.0,95,42,667,215,300.0,5004
25938,5,1,0,3.8,48,196,88,138,150.0,5004
25940,4,1,0,3.9,64,465,22,4,600.0,593
25942,6,0,0,3.9,78,465,5221,215,650.0,5004
25964,6,0,0,4.0,81,465,7293,7,1000.0,5004
25975,7,1,1,4.5,506,34,2321,70,650.0,5004
25977,4,0,0,4.2,142,293,157,65,500.0,5004
25979,4,0,0,4.3,241,293,157,215,100.0,5004
25981,4,0,0,3.8,41,293,157,65,500.0,5004
25984,6,0,0,4.0,168,257,7293,94,600.0,5004
25985,35,0,1,4.2,788,257,980,79,800.0,5004
25986,85,1,1,4.4,2640,257,302,85,600.0,5004
25987,5,1,1,4.3,1446,257,7293,5,1500.0,5004
25988,10,0,0,3.9,259,257,7293,4,450.0,5004
25989,7,1,1,4.2,884,257,2321,7,800.0,5004
25990,4,1,1,4.5,435,257,7293,4,1200.0,5004
25991,5,1,0,3.8,223,257,7293,39,600.0,5004
25992,31,1,0,4.0,430,257,7293,5,800.0,5004
25993,2,0,1,4.0,240,257,7293,19,1400.0,5004
25994,4,0,0,4.2,232,257,49,16,300.0,5004
25995,4,0,0,4.1,112,257,7293,162,450.0,5004
25996,4,0,0,3.8,167,257,7293,11,650.0,5004
25997,5,1,1,4.1,232,257,7293,10,550.0,5004
25998,1,1,0,3.8,65,257,5221,1,400.0,5004
25999,30,1,0,3.7,380,257,7293,13,800.0,5004
26000,5,1,0,4.0,72,257,7293,27,550.0,5004
26001,3,0,0,4.1,114,257,7293,10,1400.0,5004
26002,5,1,0,4.0,386,257,7293,5,700.0,5004
26003,67,1,0,4.1,3248,257,7293,56,750.0,5004
26004,2,0,0,4.2,96,257,7293,57,700.0,5004
26005,5,1,0,3.4,309,257,7293,15,750.0,5004
26007,9,1,1,3.6,108,257,2321,9,800.0,5004
26008,5,1,0,3.9,197,257,7293,15,600.0,5004
26009,4,1,0,3.6,149,257,7293,4,700.0,5004
26010,6,0,1,3.9,203,257,7293,1136,700.0,5004
26011,6,0,0,3.8,139,257,980,52,500.0,5004
26013,24,1,0,3.5,316,257,7293,31,700.0,5004
26024,38,1,0,3.8,98,257,7293,1,600.0,5004
26032,4,1,0,3.9,118,257,7293,210,550.0,5004
26036,21,1,0,2.7,185,257,7293,4,450.0,3138
26039,5,1,0,4.4,1514,257,5221,5,300.0,5004
26040,1,0,0,3.8,33,257,5221,1,250.0,5004
26041,4,1,0,3.9,118,257,5221,38,400.0,5004
26042,4,1,0,4.0,182,257,5221,47,400.0,5004
26043,51,1,0,3.9,727,257,5221,64,600.0,5004
26045,7,1,0,3.8,189,257,5221,167,250.0,5004
26048,34,1,0,3.7,119,257,5221,9,300.0,5004
26049,59,1,0,3.1,639,257,5221,132,450.0,5004
26050,5,0,0,4.0,129,257,5221,5,600.0,5004
26052,18,1,0,3.9,187,257,5221,2,500.0,5004
26054,6,0,0,3.7,54,257,96,6,350.0,5004
26057,4,1,0,3.7,120,257,5221,83,450.0,5004
26060,54,1,0,4.0,160,257,5221,54,500.0,5004
26061,5,1,0,3.9,43,257,5221,5,600.0,5004
26062,5,1,0,3.8,134,257,5221,5,400.0,5004
26064,29,1,0,3.7,59,257,5221,20,300.0,5004
26072,4,1,0,3.9,57,257,5221,4,300.0,5004
26087,5,1,0,4.0,211,257,5221,5,550.0,5004
26090,5,1,0,3.7,94,257,5221,15,400.0,3128
26102,5,1,0,3.8,52,257,5221,103,300.0,5004
26103,57,1,0,2.9,217,257,5221,132,500.0,5004
26104,7,1,0,3.6,80,257,5221,11,450.0,5004
26107,19,0,1,4.7,1697,465,7293,19,1400.0,5004
26108,5,0,1,4.4,1129,465,980,3,1400.0,5004
26109,6,1,1,4.2,471,465,121,1,1800.0,5004
26110,6,1,1,4.4,2392,465,121,2,2000.0,5004
26111,39,0,1,4.2,1145,465,7293,39,1600.0,5004
26112,43,0,0,4.5,1239,465,159,43,900.0,5004
26113,45,1,1,4.5,1065,465,7293,210,1100.0,5004
26114,11,0,0,4.1,488,465,7293,1136,800.0,5004
26115,13,1,1,4.4,1339,465,7293,5,800.0,5004
26116,4,1,1,4.6,376,465,7293,1,800.0,5004
26117,25,1,1,4.2,609,465,2321,78,1200.0,5004
26118,16,1,0,4.1,1286,465,7293,1136,800.0,5004
26119,22,1,1,4.4,859,465,298,6,1200.0,5004
26120,4,1,0,3.4,356,196,49,4,350.0,5004
26122,2,0,1,4.2,2011,465,7293,2,800.0,5004
26123,4,0,1,3.9,303,465,7293,22,750.0,5004
26124,4,1,0,4.2,224,465,7293,57,1000.0,5004
26125,6,1,1,4.1,605,465,2321,70,700.0,5004
26126,1,1,0,3.9,63,196,5221,1,400.0,677
26127,4,1,0,4.4,214,465,7293,4,800.0,5004
26128,4,1,1,4.2,367,465,124,4,1400.0,5004
26129,6,1,1,4.2,1223,465,217,6,1400.0,5004
26130,4,1,0,3.9,616,196,7293,45,750.0,5004
26131,4,0,1,3.9,695,465,121,4,1500.0,5004
26132,39,1,1,3.8,389,465,217,6,1300.0,5004
26133,4,1,0,3.8,142,465,7293,4,700.0,2888
26134,23,1,0,3.5,531,465,7293,12,600.0,5004
26135,4,1,0,3.8,77,196,7293,13,450.0,5004
26136,4,1,1,3.8,325,465,7293,4,750.0,5004
26137,5,1,1,4.3,482,465,7293,359,750.0,5004
26138,23,1,1,4.2,421,465,7293,5,1500.0,5004
26139,6,1,1,3.9,764,42,324,6,1500.0,5004
26140,4,0,0,3.9,130,42,7293,4,600.0,5004
